,book_id,RGB1,HSV1,RGB2,HSV2,RGB3,HSV3
12236,18403696,"(236, 231, 219)","(21, 18, 236)","(74, 61, 55)","(9, 65, 74)","(177, 159, 144)","(14, 48, 177)"
12237,18513700,"(232, 225, 214)","(18, 20, 232)","(198, 166, 144)","(12, 70, 198)","(98, 79, 69)","(10, 75, 98)"
12238,18626617,"(44, 41, 47)","(135, 33, 47)","(212, 208, 216)","(135, 9, 216)","(136, 126, 140)","(141, 26, 140)"
12239,18106180,"(200, 201, 203)","(110, 4, 203)","(139, 134, 141)","(141, 13, 141)","(58, 57, 59)","(135, 9, 59)"
12240,18043759,"(205, 127, 101)","(8, 129, 205)","(236, 238, 238)","(90, 2, 238)","(63, 68, 69)","(95, 22, 69)"
12241,18625450,"(18, 4, 34)","(134, 225, 34)","(86, 20, 106)","(143, 207, 106)","(179, 175, 183)","(135, 11, 183)"
12242,17386062,"(228, 223, 214)","(19, 16, 228)","(179, 159, 140)","(15, 56, 179)","(54, 49, 44)","(15, 47, 54)"
12243,17456705,"(137, 109, 84)","(14, 99, 137)","(54, 32, 14)","(14, 189, 54)","(216, 183, 162)","(12, 64, 216)"
12244,17882781,"(229, 206, 236)","(143, 32, 236)","(7, 6, 8)","(135, 64, 8)","(102, 59, 117)","(142, 126, 117)"
12245,18468559,"(34, 27, 34)","(150, 53, 34)","(112, 105, 123)","(132, 37, 123)","(160, 17, 22)","(179, 228, 160)"
12246,17801215,"(42, 31, 17)","(17, 152, 42)","(233, 220, 185)","(22, 53, 233)","(172, 137, 79)","(19, 138, 172)"
12247,18072325,"(202, 170, 239)","(134, 74, 239)","(70, 96, 186)","(113, 159, 186)","(132, 49, 98)","(162, 160, 132)"
12248,17693329,"(21, 13, 12)","(3, 109, 21)","(96, 74, 71)","(4, 66, 96)","(170, 150, 142)","(9, 42, 170)"
12249,18331180,"(91, 96, 80)","(39, 43, 96)","(24, 27, 26)","(80, 28, 27)","(181, 160, 100)","(22, 114, 181)"
12250,18337047,"(63, 48, 30)","(16, 134, 63)","(116, 144, 172)","(105, 83, 172)","(210, 201, 166)","(24, 53, 210)"
12251,18301124,"(21, 18, 14)","(17, 85, 21)","(109, 106, 96)","(23, 30, 109)","(215, 213, 208)","(21, 8, 215)"
12252,18215175,"(213, 216, 200)","(36, 19, 216)","(51, 49, 59)","(126, 43, 59)","(154, 132, 135)","(176, 36, 154)"
12253,18285151,"(213, 219, 201)","(40, 21, 219)","(43, 45, 64)","(117, 84, 64)","(121, 140, 141)","(92, 36, 141)"
12254,18241166,"(126, 115, 111)","(8, 30, 126)","(166, 163, 161)","(12, 8, 166)","(61, 39, 34)","(6, 113, 61)"
12255,18171014,"(16, 17, 20)","(113, 51, 20)","(88, 92, 98)","(108, 26, 98)","(192, 194, 195)","(100, 4, 195)"
12256,17973653,"(78, 41, 61)","(164, 121, 78)","(226, 185, 140)","(16, 97, 226)","(168, 95, 62)","(9, 161, 168)"
12257,18300604,"(221, 205, 201)","(6, 23, 221)","(72, 43, 26)","(11, 163, 72)","(138, 108, 92)","(10, 85, 138)"
12258,18138948,"(35, 22, 7)","(16, 204, 35)","(104, 96, 77)","(21, 66, 104)","(179, 173, 160)","(21, 27, 179)"
12259,18343413,"(249, 245, 247)","(165, 4, 249)","(183, 171, 175)","(170, 17, 183)","(88, 84, 85)","(173, 12, 88)"
12260,18260742,"(27, 28, 30)","(110, 26, 30)","(97, 98, 113)","(118, 36, 113)","(184, 185, 187)","(110, 4, 187)"
12261,18129852,"(49, 37, 34)","(6, 78, 49)","(224, 223, 221)","(20, 3, 224)","(142, 130, 130)","(0, 22, 142)"
12262,17835766,"(13, 12, 9)","(23, 78, 13)","(121, 108, 78)","(21, 91, 121)","(197, 201, 193)","(45, 10, 201)"
12263,17447382,"(15, 12, 14)","(160, 51, 15)","(68, 58, 66)","(156, 38, 68)","(138, 109, 131)","(157, 54, 138)"
12264,29661832,"(236, 225, 190)","(23, 50, 236)","(169, 142, 101)","(18, 103, 169)","(53, 50, 41)","(23, 58, 53)"
12265,18134894,"(167, 150, 139)","(12, 43, 167)","(116, 92, 98)","(173, 53, 116)","(51, 36, 54)","(145, 85, 54)"
12266,17284874,"(8, 58, 85)","(101, 231, 85)","(66, 125, 132)","(93, 128, 132)","(168, 191, 187)","(85, 31, 191)"
12267,18108903,"(217, 206, 236)","(131, 32, 236)","(27, 7, 25)","(153, 189, 27)","(188, 70, 161)","(157, 160, 188)"
12268,18281528,"(27, 11, 43)","(135, 190, 43)","(229, 168, 101)","(16, 143, 229)","(145, 50, 58)","(177, 167, 145)"
12269,18242606,"(117, 128, 129)","(93, 24, 129)","(187, 196, 196)","(90, 12, 196)","(60, 61, 62)","(105, 8, 62)"
12270,17838603,"(217, 160, 127)","(11, 106, 217)","(190, 79, 68)","(3, 164, 190)","(99, 31, 51)","(171, 175, 99)"
12271,17838379,"(246, 244, 243)","(10, 3, 246)","(176, 72, 77)","(179, 151, 176)","(88, 17, 21)","(178, 206, 88)"
12272,18269958,"(190, 188, 192)","(135, 5, 192)","(22, 22, 22)","(0, 0, 22)","(112, 110, 115)","(132, 11, 115)"
12273,20877902,"(124, 53, 55)","(179, 146, 124)","(236, 211, 33)","(26, 219, 236)","(211, 192, 192)","(0, 23, 211)"
12274,16117368,"(3, 4, 5)","(105, 102, 5)","(42, 83, 103)","(100, 151, 103)","(96, 176, 212)","(99, 140, 212)"
12275,18220354,"(66, 36, 32)","(4, 131, 66)","(219, 218, 215)","(23, 5, 219)","(131, 123, 121)","(6, 19, 131)"
12276,18245397,"(21, 21, 21)","(0, 0, 21)","(194, 191, 192)","(170, 4, 194)","(113, 106, 109)","(167, 16, 113)"
12277,17251444,"(243, 240, 239)","(8, 4, 243)","(12, 12, 11)","(30, 21, 12)","(154, 137, 135)","(3, 31, 154)"
12278,17999935,"(241, 232, 212)","(21, 31, 241)","(226, 178, 113)","(17, 128, 226)","(183, 117, 78)","(11, 146, 183)"
12279,18102898,"(34, 29, 33)","(156, 38, 34)","(74, 70, 68)","(10, 21, 74)","(168, 160, 151)","(16, 26, 168)"
12280,18211118,"(29, 8, 33)","(145, 193, 33)","(157, 153, 155)","(165, 6, 157)","(173, 8, 35)","(175, 243, 173)"
12281,18180011,"(36, 21, 25)","(172, 106, 36)","(113, 95, 90)","(7, 52, 113)","(211, 195, 178)","(15, 40, 211)"
12282,17561072,"(19, 17, 25)","(128, 82, 25)","(78, 67, 75)","(158, 36, 78)","(196, 158, 139)","(10, 74, 196)"
12283,18189342,"(32, 29, 27)","(12, 40, 32)","(89, 81, 72)","(16, 49, 89)","(176, 167, 150)","(20, 38, 176)"
12284,18040069,"(10, 7, 7)","(0, 77, 10)","(123, 123, 123)","(0, 0, 123)","(243, 124, 3)","(15, 252, 243)"
12285,18090508,"(9, 9, 9)","(0, 0, 9)","(245, 243, 243)","(0, 2, 245)","(101, 92, 92)","(0, 23, 101)"
12286,17828418,"(30, 17, 14)","(6, 136, 30)","(138, 104, 84)","(11, 100, 138)","(215, 189, 165)","(14, 59, 215)"
12287,17258795,"(17, 19, 21)","(105, 49, 21)","(229, 222, 208)","(20, 23, 229)","(73, 73, 72)","(30, 3, 73)"
12288,17983690,"(6, 5, 6)","(150, 43, 6)","(62, 59, 59)","(0, 12, 62)","(158, 158, 159)","(120, 2, 159)"
12289,17403101,"(237, 232, 226)","(16, 12, 237)","(147, 139, 131)","(15, 28, 147)","(35, 34, 30)","(24, 36, 35)"
12290,18077900,"(215, 227, 207)","(48, 22, 227)","(155, 184, 172)","(78, 40, 184)","(66, 92, 96)","(94, 80, 96)"
12291,18080889,"(7, 8, 10)","(110, 77, 10)","(119, 80, 88)","(174, 84, 119)","(184, 187, 194)","(111, 13, 194)"
12292,18104607,"(52, 82, 74)","(82, 93, 82)","(102, 142, 134)","(84, 72, 142)","(165, 203, 211)","(95, 56, 211)"
12293,17801656,"(41, 37, 35)","(10, 37, 41)","(117, 113, 106)","(19, 24, 117)","(198, 194, 188)","(18, 13, 198)"
12294,17909089,"(241, 240, 240)","(0, 1, 241)","(217, 206, 202)","(8, 18, 217)","(147, 135, 140)","(168, 21, 147)"
12295,18076876,"(46, 43, 41)","(12, 28, 46)","(114, 102, 96)","(10, 40, 114)","(197, 182, 172)","(12, 32, 197)"
12296,17880714,"(13, 9, 8)","(6, 98, 13)","(97, 78, 74)","(5, 60, 97)","(220, 193, 177)","(11, 50, 220)"
12297,17880708,"(8, 7, 6)","(15, 64, 8)","(79, 62, 60)","(3, 61, 79)","(179, 141, 135)","(4, 63, 179)"
12298,17798287,"(7, 5, 4)","(10, 109, 7)","(78, 60, 58)","(3, 65, 78)","(188, 151, 143)","(5, 61, 188)"
12299,18071872,"(79, 79, 83)","(120, 12, 83)","(202, 193, 185)","(14, 21, 202)","(55, 175, 190)","(93, 181, 190)"
12300,17377032,"(26, 22, 26)","(150, 39, 26)","(216, 191, 163)","(16, 63, 216)","(118, 102, 92)","(12, 56, 118)"
12301,18038459,"(206, 216, 205)","(57, 13, 216)","(58, 83, 69)","(73, 77, 83)","(145, 162, 147)","(64, 27, 162)"
12302,17907218,"(14, 6, 5)","(3, 164, 14)","(134, 83, 55)","(11, 150, 134)","(198, 194, 189)","(17, 12, 198)"
12303,17977710,"(243, 241, 241)","(0, 2, 243)","(218, 201, 190)","(12, 33, 218)","(152, 127, 124)","(3, 47, 152)"
12304,13122475,"(159, 124, 37)","(21, 196, 159)","(186, 156, 85)","(21, 138, 186)","(103, 47, 102)","(151, 139, 103)"
12305,17255265,"(10, 6, 9)","(158, 102, 10)","(171, 158, 163)","(168, 19, 171)","(106, 96, 97)","(177, 24, 106)"
12306,17830561,"(20, 17, 17)","(0, 38, 20)","(104, 87, 83)","(6, 51, 104)","(176, 163, 159)","(7, 25, 176)"
12307,18697821,"(30, 28, 29)","(165, 17, 30)","(102, 113, 127)","(107, 50, 127)","(200, 186, 181)","(8, 24, 200)"
12308,17830559,"(13, 8, 6)","(9, 137, 13)","(129, 90, 82)","(5, 93, 129)","(210, 194, 186)","(10, 29, 210)"
12309,17907518,"(105, 100, 106)","(145, 14, 106)","(28, 23, 30)","(141, 60, 30)","(194, 187, 194)","(150, 9, 194)"
12310,17874546,"(4, 4, 4)","(0, 0, 4)","(77, 77, 77)","(0, 0, 77)","(148, 147, 146)","(15, 3, 148)"
12311,17563192,"(250, 254, 251)","(68, 4, 254)","(108, 125, 106)","(57, 39, 125)","(191, 206, 177)","(46, 36, 206)"
12312,17898228,"(253, 250, 232)","(26, 21, 253)","(231, 205, 139)","(22, 102, 231)","(159, 107, 77)","(11, 132, 159)"
12313,16073738,"(224, 218, 207)","(19, 19, 224)","(176, 161, 140)","(17, 52, 176)","(96, 84, 68)","(17, 74, 96)"
12314,17841451,"(152, 150, 149)","(10, 5, 152)","(94, 88, 89)","(175, 16, 94)","(226, 226, 226)","(0, 0, 226)"
12315,17376108,"(195, 197, 198)","(100, 4, 198)","(92, 120, 144)","(104, 92, 144)","(7, 8, 9)","(105, 57, 9)"
12316,17304237,"(8, 11, 9)","(70, 70, 11)","(63, 65, 60)","(42, 20, 65)","(162, 158, 154)","(15, 13, 162)"
12317,17788556,"(23, 20, 19)","(8, 44, 23)","(117, 93, 93)","(0, 52, 117)","(205, 199, 199)","(0, 7, 205)"
12318,17200709,"(12, 8, 4)","(15, 170, 12)","(118, 90, 42)","(19, 164, 118)","(216, 177, 123)","(17, 110, 216)"
12319,17792606,"(62, 25, 25)","(0, 152, 62)","(233, 226, 222)","(11, 12, 233)","(155, 131, 122)","(8, 54, 155)"
12320,17788401,"(85, 227, 240)","(93, 165, 240)","(4, 11, 27)","(111, 217, 27)","(25, 112, 170)","(102, 218, 170)"
12321,17373178,"(227, 216, 201)","(17, 29, 227)","(174, 154, 138)","(13, 53, 174)","(76, 48, 41)","(6, 117, 76)"
12322,17609127,"(28, 15, 11)","(7, 155, 28)","(222, 216, 204)","(20, 21, 222)","(175, 136, 91)","(16, 122, 175)"
12323,17204350,"(233, 230, 230)","(0, 3, 233)","(167, 165, 165)","(0, 3, 167)","(92, 81, 82)","(177, 30, 92)"
12324,17617277,"(13, 9, 10)","(173, 78, 13)","(113, 54, 53)","(1, 135, 113)","(210, 198, 192)","(10, 22, 210)"
12325,16300116,"(98, 98, 98)","(0, 0, 98)","(182, 182, 182)","(0, 0, 182)","(46, 46, 46)","(0, 0, 46)"
12326,17156406,"(232, 229, 224)","(19, 9, 232)","(148, 150, 146)","(45, 7, 150)","(57, 74, 64)","(72, 59, 74)"
12327,17571908,"(227, 200, 177)","(14, 56, 227)","(91, 42, 21)","(9, 196, 91)","(202, 145, 69)","(17, 168, 202)"
12328,17306969,"(139, 110, 142)","(147, 57, 142)","(80, 68, 103)","(130, 87, 103)","(213, 185, 201)","(163, 34, 213)"
12329,17662870,"(31, 30, 31)","(150, 8, 31)","(85, 77, 73)","(10, 36, 85)","(154, 118, 115)","(2, 65, 154)"
12330,17558078,"(221, 235, 233)","(86, 15, 235)","(136, 153, 153)","(90, 28, 153)","(68, 73, 74)","(95, 21, 74)"
12331,17230557,"(1, 28, 61)","(107, 251, 61)","(53, 104, 130)","(100, 151, 130)","(162, 197, 203)","(94, 52, 203)"
12332,17449965,"(234, 233, 233)","(0, 1, 234)","(27, 19, 19)","(0, 76, 27)","(143, 117, 117)","(0, 46, 143)"
12333,17406142,"(53, 52, 61)","(123, 38, 61)","(121, 116, 122)","(145, 13, 122)","(172, 171, 177)","(125, 9, 177)"
12334,16049680,"(14, 12, 11)","(10, 55, 14)","(114, 103, 98)","(9, 36, 114)","(221, 215, 209)","(15, 14, 221)"
12335,16049679,"(21, 19, 17)","(15, 49, 21)","(142, 122, 100)","(16, 75, 142)","(240, 238, 234)","(20, 6, 240)"
12336,15830843,"(16, 15, 14)","(15, 32, 16)","(241, 234, 225)","(17, 17, 241)","(130, 120, 107)","(17, 45, 130)"
12337,17230559,"(4, 29, 50)","(104, 235, 50)","(40, 109, 109)","(90, 161, 109)","(208, 213, 215)","(99, 8, 215)"
12338,11520968,"(250, 249, 247)","(20, 3, 250)","(190, 171, 156)","(13, 46, 190)","(86, 70, 59)","(12, 80, 86)"
12339,17166702,"(18, 15, 14)","(8, 57, 18)","(79, 66, 63)","(6, 52, 79)","(139, 127, 122)","(9, 31, 139)"
12340,17333880,"(155, 136, 131)","(6, 39, 155)","(233, 227, 227)","(0, 7, 233)","(42, 37, 37)","(0, 30, 42)"
12341,16247792,"(2, 3, 2)","(60, 85, 3)","(42, 50, 38)","(50, 61, 50)","(120, 111, 86)","(22, 72, 120)"
12342,16051780,"(26, 24, 23)","(10, 29, 26)","(100, 88, 91)","(173, 31, 100)","(210, 206, 203)","(13, 9, 210)"
12343,12710035,"(26, 7, 30)","(145, 196, 30)","(174, 143, 153)","(170, 45, 174)","(97, 69, 87)","(161, 74, 97)"
12344,17156015,"(50, 46, 44)","(10, 31, 50)","(136, 126, 123)","(7, 24, 136)","(239, 238, 238)","(0, 1, 239)"
12345,15990969,"(219, 224, 228)","(103, 10, 228)","(105, 156, 184)","(101, 109, 184)","(87, 53, 71)","(164, 100, 87)"
12346,17284642,"(3, 49, 63)","(97, 243, 63)","(190, 196, 173)","(38, 30, 196)","(78, 139, 127)","(84, 112, 139)"
12347,17257993,"(47, 52, 67)","(113, 76, 67)","(220, 184, 96)","(21, 144, 220)","(140, 44, 29)","(4, 202, 140)"
12348,16163690,"(29, 26, 23)","(15, 53, 29)","(110, 111, 100)","(33, 25, 111)","(196, 198, 186)","(35, 15, 198)"
12349,15752757,"(47, 6, 29)","(163, 222, 47)","(138, 64, 109)","(162, 137, 138)","(241, 228, 237)","(159, 14, 241)"
12350,15817361,"(236, 212, 225)","(164, 26, 236)","(168, 132, 166)","(152, 55, 168)","(54, 39, 66)","(137, 104, 66)"
12351,16185789,"(17, 20, 39)","(116, 144, 39)","(71, 78, 106)","(114, 84, 106)","(132, 144, 172)","(111, 59, 172)"
12352,17229454,"(24, 14, 4)","(15, 213, 24)","(114, 85, 43)","(18, 159, 114)","(208, 187, 118)","(23, 110, 208)"
12353,16139919,"(239, 239, 235)","(30, 4, 239)","(155, 149, 144)","(14, 18, 155)","(52, 43, 41)","(5, 54, 52)"
12354,13111733,"(250, 249, 248)","(15, 2, 250)","(206, 192, 186)","(9, 25, 206)","(153, 96, 91)","(2, 103, 153)"
12355,16137702,"(4, 7, 12)","(109, 170, 12)","(51, 58, 77)","(112, 86, 77)","(162, 165, 194)","(117, 42, 194)"
12356,17213039,"(37, 33, 33)","(0, 28, 37)","(98, 106, 109)","(98, 26, 109)","(189, 188, 186)","(20, 4, 189)"
12357,17158596,"(13, 7, 10)","(165, 118, 13)","(110, 109, 109)","(0, 2, 110)","(245, 245, 245)","(0, 0, 245)"
12358,16114862,"(11, 8, 5)","(15, 139, 11)","(78, 66, 56)","(14, 72, 78)","(162, 149, 142)","(11, 31, 162)"
12359,17029526,"(228, 178, 159)","(8, 77, 228)","(244, 236, 221)","(20, 24, 244)","(140, 92, 117)","(164, 87, 140)"
12360,16102004,"(8, 5, 5)","(0, 96, 8)","(245, 244, 244)","(0, 1, 245)","(155, 61, 65)","(179, 155, 155)"
12361,6088255,"(35, 30, 26)","(13, 66, 35)","(113, 97, 83)","(14, 68, 113)","(196, 174, 155)","(14, 53, 196)"
12362,16090981,"(19, 19, 21)","(120, 24, 21)","(86, 75, 70)","(9, 47, 86)","(208, 191, 182)","(10, 32, 208)"
12363,15832316,"(75, 34, 27)","(4, 163, 75)","(136, 88, 76)","(6, 113, 136)","(160, 152, 151)","(3, 14, 160)"
12364,13312527,"(219, 197, 162)","(18, 66, 219)","(49, 43, 38)","(14, 57, 49)","(166, 126, 86)","(15, 123, 166)"
12365,16081272,"(17, 13, 11)","(10, 90, 17)","(97, 85, 74)","(14, 60, 97)","(170, 160, 153)","(12, 26, 170)"
12366,16207330,"(213, 211, 219)","(128, 9, 219)","(7, 7, 6)","(30, 36, 7)","(144, 124, 57)","(23, 154, 144)"
12367,16058281,"(66, 27, 24)","(2, 162, 66)","(173, 109, 61)","(13, 165, 173)","(216, 198, 187)","(11, 34, 216)"
12368,16093188,"(11, 7, 4)","(13, 162, 11)","(196, 130, 87)","(12, 142, 196)","(120, 60, 30)","(10, 191, 120)"
12369,16086479,"(6, 8, 8)","(90, 64, 8)","(69, 82, 79)","(83, 40, 82)","(157, 175, 170)","(82, 26, 175)"
12370,16700492,"(219, 224, 229)","(105, 11, 229)","(107, 157, 185)","(101, 108, 185)","(86, 54, 72)","(163, 95, 86)"
12371,15717943,"(217, 214, 213)","(8, 5, 217)","(145, 145, 153)","(120, 13, 153)","(56, 68, 90)","(109, 96, 90)"
12372,16726106,"(30, 26, 31)","(144, 41, 31)","(114, 108, 125)","(131, 35, 125)","(207, 208, 220)","(118, 15, 220)"
12373,16725374,"(62, 56, 46)","(19, 66, 62)","(12, 10, 7)","(18, 106, 12)","(179, 150, 120)","(15, 84, 179)"
12374,16724807,"(58, 42, 57)","(152, 70, 58)","(116, 107, 118)","(145, 24, 118)","(215, 219, 236)","(114, 23, 236)"
12375,16156709,"(4, 4, 4)","(0, 0, 4)","(76, 76, 76)","(0, 0, 76)","(204, 204, 204)","(0, 0, 204)"
12376,16151178,"(28, 31, 32)","(98, 32, 32)","(230, 231, 230)","(60, 1, 231)","(151, 131, 150)","(152, 34, 151)"
12377,15981894,"(219, 213, 216)","(165, 7, 219)","(18, 11, 13)","(171, 99, 18)","(120, 109, 116)","(161, 23, 120)"
12378,16114861,"(16, 15, 14)","(15, 32, 16)","(92, 87, 85)","(9, 19, 92)","(182, 178, 174)","(15, 11, 182)"
12379,16139641,"(12, 13, 16)","(113, 64, 16)","(141, 137, 131)","(18, 18, 141)","(72, 71, 73)","(135, 7, 73)"
12380,16140036,"(5, 5, 5)","(0, 0, 5)","(186, 186, 186)","(0, 0, 186)","(97, 97, 97)","(0, 0, 97)"
12381,16122643,"(29, 16, 33)","(143, 131, 33)","(184, 178, 178)","(0, 8, 184)","(109, 101, 103)","(173, 19, 109)"
12382,16082535,"(153, 153, 153)","(0, 0, 153)","(189, 189, 189)","(0, 0, 189)","(91, 91, 91)","(0, 0, 91)"
12383,13038680,"(6, 9, 7)","(70, 85, 9)","(213, 214, 213)","(60, 1, 214)","(118, 118, 115)","(30, 6, 118)"
12384,16004045,"(178, 177, 177)","(0, 1, 178)","(13, 12, 12)","(0, 20, 13)","(99, 92, 93)","(176, 18, 99)"
12385,13640229,"(217, 179, 113)","(19, 122, 217)","(248, 242, 212)","(25, 37, 248)","(87, 39, 14)","(10, 214, 87)"
12386,15760001,"(4, 17, 11)","(76, 195, 17)","(43, 78, 91)","(98, 135, 91)","(110, 156, 177)","(99, 97, 177)"
12387,7893098,"(33, 24, 70)","(126, 168, 70)","(99, 85, 151)","(126, 111, 151)","(182, 174, 223)","(125, 56, 223)"
12388,15717721,"(84, 18, 26)","(176, 200, 84)","(170, 91, 89)","(1, 122, 170)","(215, 190, 179)","(9, 43, 215)"
12389,15724654,"(13, 5, 4)","(3, 177, 13)","(123, 73, 29)","(14, 195, 123)","(197, 177, 163)","(12, 44, 197)"
12390,15742039,"(22, 41, 16)","(53, 155, 41)","(118, 123, 116)","(51, 15, 123)","(201, 207, 198)","(50, 11, 207)"
12391,6227418,"(22, 12, 7)","(10, 174, 22)","(144, 111, 75)","(16, 122, 144)","(232, 213, 183)","(18, 54, 232)"
12392,13448656,"(114, 107, 84)","(23, 67, 114)","(72, 56, 19)","(21, 188, 72)","(186, 182, 171)","(22, 21, 186)"
12393,18806659,"(27, 26, 25)","(15, 19, 27)","(143, 144, 144)","(90, 2, 144)","(176, 39, 46)","(178, 199, 176)"
12394,11857408,"(18, 29, 37)","(103, 131, 37)","(63, 95, 114)","(101, 114, 114)","(188, 211, 223)","(100, 40, 223)"
12395,12881778,"(18, 22, 25)","(103, 71, 25)","(49, 74, 90)","(102, 116, 90)","(156, 178, 194)","(103, 50, 194)"
12396,22722898,"(41, 47, 77)","(115, 119, 77)","(114, 90, 119)","(145, 62, 119)","(173, 172, 182)","(123, 14, 182)"
12397,22877224,"(28, 17, 14)","(6, 128, 28)","(79, 83, 97)","(113, 47, 97)","(182, 164, 154)","(11, 39, 182)"
12398,15789177,"(163, 123, 63)","(18, 156, 163)","(236, 214, 160)","(21, 82, 236)","(20, 12, 5)","(14, 191, 20)"
12399,21491731,"(17, 9, 8)","(3, 135, 17)","(96, 45, 45)","(0, 135, 96)","(173, 148, 136)","(10, 55, 173)"
12400,18781540,"(83, 71, 67)","(8, 49, 83)","(127, 115, 116)","(178, 24, 127)","(190, 171, 187)","(155, 25, 190)"
12401,20272153,"(70, 56, 50)","(9, 73, 70)","(19, 17, 14)","(18, 67, 19)","(179, 167, 156)","(14, 33, 179)"
12402,18759474,"(206, 203, 205)","(160, 4, 206)","(154, 144, 154)","(150, 17, 154)","(92, 77, 89)","(156, 42, 92)"
12403,18935386,"(11, 14, 11)","(60, 55, 14)","(64, 92, 64)","(60, 78, 92)","(183, 185, 183)","(60, 3, 185)"
12404,18458057,"(4, 2, 2)","(0, 128, 4)","(193, 3, 5)","(0, 251, 193)","(84, 83, 83)","(0, 3, 84)"
12405,18307261,"(27, 27, 29)","(120, 18, 29)","(129, 119, 115)","(9, 28, 129)","(222, 219, 222)","(150, 3, 222)"
12406,20271650,"(198, 180, 158)","(17, 52, 198)","(18, 13, 10)","(11, 113, 18)","(136, 99, 83)","(9, 99, 136)"
12407,18142413,"(78, 75, 81)","(135, 19, 81)","(42, 42, 47)","(120, 27, 47)","(10, 11, 12)","(105, 43, 12)"
12408,18526375,"(23, 15, 11)","(10, 133, 23)","(208, 184, 161)","(15, 58, 208)","(126, 100, 82)","(12, 89, 126)"
12409,18626111,"(19, 17, 18)","(165, 27, 19)","(217, 218, 218)","(90, 1, 218)","(187, 62, 128)","(164, 170, 187)"
12410,18114819,"(16, 13, 13)","(0, 48, 16)","(86, 79, 72)","(15, 42, 86)","(167, 159, 148)","(17, 29, 167)"
12411,18134249,"(128, 127, 127)","(0, 2, 128)","(65, 36, 40)","(176, 114, 65)","(206, 205, 205)","(0, 1, 206)"
12412,17948485,"(253, 235, 220)","(14, 33, 253)","(181, 14, 11)","(1, 240, 181)","(214, 145, 125)","(7, 106, 214)"
12413,17671483,"(241, 239, 237)","(15, 4, 241)","(190, 179, 175)","(8, 20, 190)","(91, 81, 76)","(10, 42, 91)"
12414,17667168,"(227, 194, 173)","(12, 61, 227)","(41, 28, 22)","(9, 118, 41)","(167, 127, 106)","(10, 93, 167)"
12415,17257484,"(228, 222, 219)","(10, 10, 228)","(152, 139, 133)","(9, 32, 152)","(64, 57, 55)","(7, 36, 64)"
12416,17341522,"(120, 119, 117)","(20, 6, 120)","(56, 27, 25)","(2, 141, 56)","(193, 193, 192)","(30, 1, 193)"
12417,17314430,"(230, 229, 229)","(0, 1, 230)","(157, 151, 151)","(0, 10, 157)","(48, 45, 46)","(170, 16, 48)"
12418,16062211,"(244, 242, 240)","(15, 4, 244)","(154, 120, 107)","(8, 78, 154)","(11, 8, 6)","(12, 116, 11)"
12419,17257990,"(52, 34, 28)","(8, 118, 52)","(142, 102, 72)","(13, 126, 142)","(190, 183, 164)","(22, 35, 190)"
12420,15858248,"(231, 234, 239)","(109, 9, 239)","(22, 21, 24)","(130, 32, 24)","(152, 114, 160)","(145, 73, 160)"
12421,15748898,"(221, 220, 214)","(26, 8, 221)","(134, 128, 106)","(24, 53, 134)","(36, 34, 31)","(18, 35, 36)"
12422,15817542,"(243, 240, 234)","(20, 9, 243)","(170, 161, 133)","(23, 56, 170)","(74, 77, 62)","(36, 50, 77)"
12423,15704001,"(175, 34, 42)","(178, 205, 175)","(96, 13, 17)","(179, 220, 96)","(239, 237, 237)","(0, 2, 239)"
12424,15507958,"(197, 14, 42)","(175, 237, 197)","(245, 223, 209)","(12, 37, 245)","(49, 5, 10)","(177, 229, 49)"
12425,6936382,"(222, 226, 235)","(111, 14, 235)","(40, 45, 37)","(49, 45, 45)","(101, 118, 105)","(67, 37, 118)"
12426,10798416,"(43, 38, 37)","(5, 36, 43)","(221, 219, 217)","(15, 5, 221)","(132, 110, 110)","(0, 43, 132)"
12427,5231173,"(156, 147, 153)","(160, 15, 156)","(92, 84, 91)","(154, 22, 92)","(18, 121, 174)","(100, 229, 174)"
12428,18350328,"(245, 219, 194)","(15, 53, 245)","(31, 14, 15)","(178, 140, 31)","(172, 87, 91)","(179, 126, 172)"
12429,23492711,"(37, 156, 209)","(99, 210, 209)","(9, 95, 154)","(102, 240, 154)","(188, 230, 247)","(99, 61, 247)"
12430,17415348,"(22, 18, 18)","(0, 46, 22)","(78, 83, 92)","(109, 39, 92)","(213, 205, 198)","(14, 18, 213)"
12431,13260742,"(47, 33, 19)","(15, 152, 47)","(214, 208, 188)","(23, 31, 214)","(142, 137, 122)","(23, 36, 142)"
12432,15828714,"(176, 139, 122)","(9, 78, 176)","(233, 235, 232)","(50, 3, 235)","(166, 86, 67)","(6, 152, 166)"
12433,15749887,"(217, 220, 225)","(109, 9, 225)","(45, 56, 63)","(102, 73, 63)","(126, 137, 148)","(105, 38, 148)"
12434,9266810,"(59, 28, 18)","(7, 177, 59)","(230, 201, 185)","(11, 50, 230)","(190, 107, 121)","(175, 111, 190)"
12435,7664334,"(150, 107, 59)","(16, 155, 150)","(218, 177, 109)","(19, 127, 218)","(56, 27, 15)","(9, 187, 56)"
12436,6931356,"(46, 30, 19)","(12, 150, 46)","(232, 211, 106)","(25, 138, 232)","(133, 112, 79)","(18, 104, 133)"
12437,12294652,"(134, 113, 97)","(13, 70, 134)","(65, 48, 51)","(175, 67, 65)","(221, 227, 212)","(42, 17, 227)"
